"","subject","activity","tbody_acceleration_mean_x","tbody_acceleration_mean_y","tbody_acceleration_mean_z","tbody_acceleration_sd_x","tbody_acceleration_sd_y","tbody_acceleration_sd_z","tbody_gyro_mean_x","tbody_gyro_mean_y","tbody_gyro_mean_z","tbody_gyro_sd_x","tbody_gyro_sd_y","tbody_gyro_sd_z","fbody_acceleration_mean_x","fbody_acceleration_mean_y","fbody_acceleration_mean_z","fbody_acceleration_sd_x","fbody_acceleration_sd_y","fbody_acceleration_sd_z"
"11","10","WALKING_DOWNSTAIRS",NA,NA,0.290401594315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","10","WALKING_UPSTAIRS",NA,NA,0.267121853404255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","11","LAYING",NA,NA,0.280592970877193,-0.0176598052315789,-0.108786578070175,-0.98477733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","11","SITTING",NA,NA,0.276590197358491,NA,-0.101151326867925,-0.93675899245283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","11","STANDING",NA,NA,0.277715562765957,NA,-0.106094550510638,-0.976584800638298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","11","WALKING",NA,NA,0.271821892881356,NA,-0.0915979368,-0.385798937983051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","11","WALKING_DOWNSTAIRS",NA,NA,0.291605631956522,NA,-0.0752960523306522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","11","WALKING_UPSTAIRS",NA,NA,0.263775859277778,NA,-0.0940298502833333,-0.222046198148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","12","LAYING",NA,NA,0.268794746087,NA,-0.103424918521667,-0.927847274833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","12","SITTING",NA,NA,0.275007224901961,NA,-0.0991516669188235,-0.913721949039216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","12","STANDING",NA,NA,0.277405834918033,NA,NA,-0.877921961065574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","12","WALKING",NA,NA,0.2771286656,NA,-0.074126846242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","12","WALKING_DOWNSTAIRS",NA,NA,0.281521097391304,NA,-0.0842548182652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","12","WALKING_UPSTAIRS",NA,NA,0.272970338653846,NA,-0.0971264678942308,-0.273619044076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","13","LAYING",NA,NA,0.276716360483871,NA,NA,-0.944356477354839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","13","SITTING",NA,NA,0.274328499591837,NA,-0.0896871765693878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","13","STANDING",NA,NA,0.277758431052632,NA,-0.106984396619298,-0.961499586561404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","13","WALKING",NA,NA,0.275883130350877,NA,-0.0949437954929825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","13","WALKING_DOWNSTAIRS",NA,NA,0.294907553404255,NA,-0.0813193384361702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","13","WALKING_UPSTAIRS",NA,NA,0.258203939581818,NA,-0.0843250080238182,-0.2461330804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","14","LAYING",NA,NA,NA,-0.0113424652490196,NA,-0.88787835582549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","14","SITTING",NA,NA,0.279990577037037,NA,-0.0924414660092593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","14","STANDING",NA,NA,0.280545613833333,NA,-0.09832942924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","14","WALKING",NA,NA,0.271959598644068,NA,-0.0865786057949152,-0.364102533474576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","14","WALKING_DOWNSTAIRS",NA,NA,0.293422115555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","14","WALKING_UPSTAIRS",NA,NA,0.26242106612963,NA,NA,-0.23783042015,NA,NA,NA,NA,-0.40769816037037,NA,NA,NA,NA,NA,NA,NA
"37","15","LAYING",NA,NA,0.2894756525,NA,-0.111430488753611,-0.956089095694444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","15","SITTING",NA,NA,0.27290337979661,NA,-0.10116902560339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","15","STANDING",NA,NA,0.278915803962264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","15","WALKING",NA,NA,0.273899207962963,NA,-0.0744697604740741,-0.259740176796296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","15","WALKING_DOWNSTAIRS",NA,NA,0.280198851190476,NA,-0.055001755455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","15","WALKING_UPSTAIRS",NA,NA,0.270187595833333,NA,-0.100413668925,NA,-0.291692544366667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","16","LAYING",NA,NA,0.274227162571429,NA,-0.103216815170571,-0.936979192657143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","16","SITTING",NA,NA,0.280768574492754,NA,-0.0897413742318841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","16","STANDING",NA,NA,0.283497402948718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","16","WALKING",NA,NA,0.276023564509804,NA,-0.09904258171,-0.375768981411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","16","WALKING_DOWNSTAIRS",NA,NA,0.295586802191489,NA,-0.0990747943489362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","16","WALKING_UPSTAIRS",NA,NA,0.255986102627451,NA,-0.0974694971254902,-0.359235122980392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","17","LAYING",NA,NA,0.269780085577465,NA,-0.0895491716647887,-0.882893535774648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","17","SITTING",NA,NA,0.2773570196875,NA,-0.104338333489063,-0.939462765234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","17","STANDING",NA,NA,0.277942503333333,NA,-0.109151192105385,-0.969181363885513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","17","WALKING",NA,NA,0.272341855245902,NA,-0.106511904480328,-0.312447956721311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","17","WALKING_DOWNSTAIRS",NA,NA,0.29391828326087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","17","WALKING_UPSTAIRS",NA,NA,0.252604768583333,NA,-0.09486545805625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","18","LAYING",NA,NA,0.274691576923077,-0.0173937684615385,-0.107698927907692,-0.984527649230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","18","SITTING",NA,NA,0.27727001877193,NA,-0.102334748724561,-0.933210420912281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","18","STANDING",NA,NA,0.278458805890411,NA,-0.105280367176712,-0.968009126684932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","18","WALKING",NA,NA,0.273887758571429,NA,-0.0839029159125,-0.324771139982143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","18","WALKING_DOWNSTAIRS",NA,NA,0.288439468909091,NA,-0.0858339731352727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","18","WALKING_UPSTAIRS",NA,NA,0.265401201896552,NA,-0.0843094605416845,-0.305016294396552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","19","LAYING",NA,NA,0.272653733493976,NA,-0.10583745023253,-0.947581814096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","19","SITTING",NA,NA,0.273830316164384,NA,-0.0998506754150685,-0.904668069493151,-0.98390988369863,-0.98588085369863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","19","STANDING",NA,NA,0.27817226,NA,-0.101073640036986,-0.91615749909589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","19","WALKING",NA,NA,0.273931172307692,NA,-0.0904880226923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","19","WALKING_DOWNSTAIRS",NA,NA,0.266096454538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","19","WALKING_UPSTAIRS",NA,NA,0.240939832625,NA,-0.1081082508525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2","LAYING",NA,NA,0.281373403958333,-0.0181587397583333,-0.107245610416667,-0.974059464791667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2","SITTING",NA,NA,0.27708735173913,NA,-0.100973765891304,-0.92968165326087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2","STANDING",NA,NA,0.277911472222222,NA,-0.102475240074074,-0.93672376437037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2","WALKING",NA,NA,0.276426586440678,NA,-0.0898730930016949,-0.378833960762712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2","WALKING_DOWNSTAIRS",NA,NA,0.27761534806383,NA,-0.0952521937531915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2","WALKING_UPSTAIRS",NA,NA,0.247164790395833,NA,-0.108518721783333,-0.271192684854167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","20","LAYING",NA,NA,NA,-0.0144406281132353,NA,-0.955235524544118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","20","SITTING",NA,NA,0.278045439090909,NA,-0.103428685593939,-0.943627398924242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","20","STANDING",NA,NA,0.278076904657534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","20","WALKING",NA,NA,0.272589336470588,NA,-0.0917800719764706,-0.182578254196078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","20","WALKING_DOWNSTAIRS",NA,NA,0.296144421355556,NA,-0.0577579696826667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","20","WALKING_UPSTAIRS",NA,NA,0.250572221941176,NA,-0.0935006172470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","21","LAYING",NA,NA,0.271325472455556,NA,NA,-0.929949081355556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","21","SITTING",NA,NA,0.277539616823529,NA,-0.106077216327059,-0.951835209247059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","21","STANDING",NA,NA,0.27695224258427,NA,NA,-0.933928950842697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","21","WALKING",NA,NA,0.279183526730769,NA,-0.0810444237628846,-0.251388503634615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","21","WALKING_DOWNSTAIRS",NA,NA,0.3014610196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","21","WALKING_UPSTAIRS",NA,NA,0.265194544680851,NA,-0.103190024012766,-0.218573874021277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","22","LAYING",NA,NA,0.279959721194444,NA,-0.0925119235416667,-0.913767133611111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","22","SITTING",NA,NA,0.273583822709677,NA,-0.103543043774194,NA,-0.934936454677419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","22","STANDING",NA,NA,0.279053861587302,NA,-0.101985304001587,-0.940324822090476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.710361324507937,NA
"88","22","WALKING",NA,NA,0.27886459,NA,-0.0828090127215217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","22","WALKING_DOWNSTAIRS",NA,NA,0.284458963861111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","22","WALKING_UPSTAIRS",NA,NA,0.248391534566667,NA,-0.0838832565514286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","23","LAYING",NA,NA,0.274038007986111,-0.0216553835833333,-0.104256776291667,-0.956756363194444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","23","SITTING",NA,NA,0.273351251617647,NA,-0.0998187510147059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","23","STANDING",NA,NA,0.277899323235294,NA,-0.109398655039853,-0.972139257632353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","23","WALKING",NA,NA,0.273211884237288,NA,-0.0916029555330509,-0.255777453677966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","23","WALKING_DOWNSTAIRS",NA,NA,0.289897411148148,NA,-0.0716624047744444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","23","WALKING_UPSTAIRS",NA,NA,0.247727079529412,NA,NA,NA,NA,NA,-0.380169115764706,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","24","LAYING",NA,NA,0.272904602333333,-0.0171975246361111,-0.116399674416667,-0.971454621805556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","24","SITTING",NA,NA,0.273475690147059,NA,-0.0964284036735294,-0.937860045676471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","24","STANDING",NA,NA,0.280348883913043,NA,-0.100173057553739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","24","WALKING",NA,NA,0.276980816034483,NA,-0.101509979174138,-0.43780583912069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","24","WALKING_DOWNSTAIRS",NA,NA,0.288631208909091,NA,-0.0830674192218182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","24","WALKING_UPSTAIRS",NA,NA,0.269881106779661,NA,-0.0716469030322034,-0.275736156779661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","25","LAYING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","25","SITTING",NA,NA,0.278541482461538,NA,-0.102917495015385,-0.951907948107692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","25","STANDING",NA,NA,0.278013701621622,NA,NA,-0.966122667662162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","25","WALKING",NA,NA,0.278992759054054,NA,-0.0983864102135135,-0.54552243422973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","25","WALKING_DOWNSTAIRS",NA,NA,0.291329666206897,NA,NA,-0.22386429662069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","25","WALKING_UPSTAIRS",NA,NA,0.277995411384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","26","LAYING",NA,NA,0.271645864540789,-0.0191895728026316,-0.105002540289474,-0.969445445263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","26","SITTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","26","STANDING",NA,NA,0.281127035405405,NA,-0.104231456881081,-0.930905083227027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","26","WALKING",NA,NA,0.279264443728814,NA,-0.0857677356542373,-0.285527252067797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","26","WALKING_DOWNSTAIRS",NA,NA,0.2792845828,NA,-0.084253913966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","26","WALKING_UPSTAIRS",NA,NA,0.272691394545455,NA,-0.106706848419818,-0.158117721654545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","27","LAYING",NA,NA,0.274102492432432,-0.0179867611216216,-0.107699732837838,-0.978455153108108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","27","SITTING",NA,NA,0.273941302571429,NA,-0.104689788971429,NA,-0.950239383285714,NA,-0.961000423857143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","27","STANDING",NA,NA,0.279566921625,NA,-0.10589998511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","27","WALKING",NA,NA,0.276849485438596,NA,-0.0956403935125421,-0.307066075280702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","27","WALKING_DOWNSTAIRS",NA,NA,0.2975441875,NA,-0.0861336665340909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","27","WALKING_UPSTAIRS",NA,NA,0.265770253921569,NA,-0.102940778509804,-0.271096391411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","28","LAYING",NA,NA,0.2759134825,NA,-0.09829196739125,-0.921192881875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","28","SITTING",NA,NA,0.276977629444444,NA,-0.107929908332778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","28","STANDING",NA,NA,0.277795069113924,NA,-0.0995828510936709,-0.922631630835443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","28","WALKING",NA,NA,0.281228223888889,NA,-0.0800636172759259,-0.256383531981482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","28","WALKING_DOWNSTAIRS",NA,NA,0.293642076521739,NA,-0.0830633956065217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","28","WALKING_UPSTAIRS",NA,NA,0.262005841764706,NA,-0.103930733124314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","29","LAYING",NA,NA,0.287295196811594,-0.0171965484202899,-0.109462068173913,-0.984219555507246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","29","SITTING",NA,NA,0.2771799775,NA,-0.103841905233333,-0.966005232166667,-0.971149667035,-0.989750259166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","29","STANDING",NA,NA,0.277965065846154,NA,-0.106897821136923,-0.982926508769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","29","WALKING",NA,NA,0.271999916792453,NA,-0.0813591679550943,-0.156861194113208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","29","WALKING_DOWNSTAIRS",NA,NA,0.293140441083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","29","WALKING_UPSTAIRS",NA,NA,0.265423066877551,NA,-0.097915348377551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","3","LAYING",NA,NA,0.275516852741935,-0.0189556785048387,NA,-0.967713991667742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","3","SITTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","3","STANDING",NA,NA,0.280046513278689,NA,NA,-0.853376797157738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","3","WALKING",NA,NA,0.275567462068966,NA,-0.087689322897931,-0.304019171706897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","3","WALKING_DOWNSTAIRS",NA,NA,0.292423484693878,NA,-0.0924502615938776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","3","WALKING_UPSTAIRS",NA,NA,0.260819873067797,NA,-0.077674917679322,-0.259010158166102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","30","LAYING",NA,NA,0.281033900571429,-0.0194494098614286,-0.1036581505,-0.976362515428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","30","SITTING",NA,NA,NA,NA,NA,-0.910226963940323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","30","STANDING",NA,NA,0.277112699152542,NA,NA,-0.872801902140678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","30","WALKING",NA,NA,0.276406758,NA,-0.0878386544969231,-0.323989879553846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","30","WALKING_DOWNSTAIRS",NA,NA,0.283524317995161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","30","WALKING_UPSTAIRS",NA,NA,0.271415642261538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","4","LAYING",NA,NA,NA,NA,-0.10476346352963,-0.932178362222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","4","SITTING",NA,NA,0.27153827992,NA,-0.082118494382,NA,-0.9706909804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","4","STANDING",NA,NA,0.280499745892857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","4","WALKING",NA,NA,0.278582015166667,NA,-0.08149350047,-0.36037815015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","4","WALKING_DOWNSTAIRS",NA,NA,0.279965329555556,NA,-0.0612457959666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","4","WALKING_UPSTAIRS",NA,NA,0.270876696730769,NA,-0.102797844270577,-0.191214767057692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","5","LAYING",NA,NA,0.278334325576923,-0.0183042123269231,-0.107937603673077,-0.965934509615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","5","SITTING",NA,NA,0.273694139545455,NA,NA,-0.8418197075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","5","STANDING",NA,NA,0.282544390892857,NA,-0.0835242949933929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","5","WALKING",NA,NA,0.27784234625,NA,-0.0866031638017857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","5","WALKING_DOWNSTAIRS",NA,NA,0.29354392712766,NA,-0.0567194631957447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","5","WALKING_UPSTAIRS",NA,NA,0.263140188085106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","6","LAYING",NA,NA,NA,NA,-0.125268643673684,-0.910716887140351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","6","SITTING",NA,NA,0.276778487454545,NA,-0.0959563819272727,-0.922348813490909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","6","STANDING",NA,NA,0.280346248596491,NA,-0.109207262736842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","6","WALKING",NA,NA,0.283658868070175,NA,-0.0778312717591228,-0.235964687175439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","6","WALKING_DOWNSTAIRS",NA,NA,0.277045258145833,NA,-0.07820885995125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","6","WALKING_UPSTAIRS",NA,NA,0.268229355098039,NA,-0.0892472102109804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","7","LAYING",NA,NA,NA,NA,-0.0964509130942308,-0.904200360961538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","7","SITTING",NA,NA,0.284674637291667,NA,-0.116098100275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","7","STANDING",NA,NA,0.282723539433962,NA,-0.0937991499018868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
